,コード,銘柄名,33業種コード,33業種区分
1978,4587,ペプチドリーム,3250,医薬品
1979,4588,オンコリスバイオファーマ,3250,医薬品
1980,458A,プラン・ドゥ,8050,不動産業
1981,4591,リボミック,3250,医薬品
1982,4592,サンバイオ,3250,医薬品
1983,4593,ヘリオス,3250,医薬品
1984,4594,ブライトパス・バイオ,3250,医薬品
1985,4595,ミズホメディー,3250,医薬品
1986,4596,窪田製薬ホールディングス,3250,医薬品
1987,4597,ソレイジア・ファーマ,3250,医薬品
1988,4598,Delta-Fly　Pharma,3250,医薬品
1989,4599,ステムリム,3250,医薬品
1991,460A,BRANU,5250,情報・通信業
1992,4611,大日本塗料,3200,化学
1993,4612,日本ペイントホールディングス,3200,化学
1994,4613,関西ペイント,3200,化学
1995,4615,神東塗料,3200,化学
1996,4616,川上塗料,3200,化学
1997,4617,中国塗料,3200,化学
1998,4619,日本特殊塗料,3200,化学
2000,4620,藤倉化成,3200,化学
2001,4623,アサヒペン,3200,化学
2002,4624,イサム塗料,3200,化学
2003,4625,アトミクス,3200,化学
2004,4626,太陽ホールディングス,3200,化学
2005,4627,ナトコ,3200,化学
2006,4628,エスケー化研,3200,化学
2007,4629,大伸化学,3200,化学
2008,462A,FUNDINNO,7100,証券、商品先物取引業
2009,4631,DIC,3200,化学
2010,4633,サカタインクス,3200,化学
2011,4634,artience,3200,化学
2012,4635,東京インキ,3200,化学
2013,463A,インテリックスホールディングス,8050,不動産業
2014,4641,アルプス技研,9050,サービス業
2015,4642,オリジナル設計,9050,サービス業
2016,4644,イマジニア,5250,情報・通信業
2017,4645,市進ホールディングス,9050,サービス業
2018,464A,QPSホールディングス,5250,情報・通信業
2019,4650,SDエンターテイメント,9050,サービス業
2020,4651,サニックスホールディングス,9050,サービス業
2021,4657,環境管理センター,9050,サービス業
2022,4658,日本空調サービス,9050,サービス業
2023,4659,エイジス,9050,サービス業
2025,4661,オリエンタルランド,9050,サービス業
2026,4662,フォーカスシステムズ,5250,情報・通信業
2027,4664,アール・エス・シー,9050,サービス業
2028,4665,ダスキン,9050,サービス業
2029,4666,パーク24,8050,不動産業
2030,4667,アイサンテクノロジー,5250,情報・通信業
2031,4668,明光ネットワークジャパン,9050,サービス業
2033,4671,ファルコホールディングス,9050,サービス業
2034,4673,川崎地質,9050,サービス業
2035,4674,クレスコ,5250,情報・通信業
2036,4676,フジ・メディア・ホールディングス,5250,情報・通信業
2037,4678,秀英予備校,9050,サービス業
2038,4679,田谷,9050,サービス業
2040,4680,ラウンドワン,9050,サービス業
2041,4681,リゾートトラスト,9050,サービス業
2042,4684,オービック,5250,情報・通信業
2043,4685,菱友システムズ,5250,情報・通信業
2044,4686,ジャストシステム,5250,情報・通信業
2045,4687,TDCソフト,5250,情報・通信業
2046,4689,LINEヤフー,5250,情報・通信業
2048,4690,日本パレットプール,9050,サービス業
2049,4691,ワシントンホテル,9050,サービス業
2050,4694,ビー・エム・エル,9050,サービス業
2051,469A,フィットクルー,9050,サービス業
2052,4704,トレンドマイクロ,5250,情報・通信業
2053,4705,クリップコーポレーション,9050,サービス業
2054,4707,キタック,9050,サービス業
2055,4709,IDホールディングス,5250,情報・通信業
2056,470A,ローカル,6100,小売業
2057,4712,KeyHolder,9050,サービス業
2058,4714,リソー教育グループ,9050,サービス業
2059,4716,日本オラクル,5250,情報・通信業
2060,4718,早稲田アカデミー,9050,サービス業
2061,4719,アルファシステムズ,5250,情報・通信業
2062,471A,NSグループ,7200,その他金融業
2063,4720,城南進学研究社,9050,サービス業
2064,4722,フューチャー,5250,情報・通信業
2065,4725,CAC　Holdings,5250,情報・通信業
2066,4728,トーセ,5250,情報・通信業
2067,472A,ミラティブ,5250,情報・通信業
2068,4732,ユー・エス・エス,9050,サービス業
2069,4733,オービックビジネスコンサルタント,5250,情報・通信業
2070,4735,京進,9050,サービス業
2071,4736,日本ラッド,5250,情報・通信業
2073,4743,アイティフォー,5250,情報・通信業
2074,4746,東計電算,5250,情報・通信業
2075,4750,ダイサン,9050,サービス業
2076,4751,サイバーエージェント,9050,サービス業
2077,4752,昭和システムエンジニアリング,5250,情報・通信業
2078,4754,トスネット,9050,サービス業
2079,4755,楽天グループ,9050,サービス業
2080,475A,ギミック,9050,サービス業
2081,4760,アルファ,9050,サービス業
2082,4761,さくらケーシーエス,5250,情報・通信業
2083,4762,エックスネット,5250,情報・通信業
2084,4763,クリーク・アンド・リバー社,9050,サービス業
2085,4765,SBIグローバルアセットマネジメント,9050,サービス業
2086,4766,ピーエイ,9050,サービス業
2087,4767,テー・オー・ダブリュー,9050,サービス業
2088,4768,大塚商会,5250,情報・通信業
2089,4769,IC,5250,情報・通信業
2090,476A,辻・本郷ITコンサルティング,5250,情報・通信業
2091,4771,エフアンドエム,9050,サービス業
2092,4772,SM　ENTERTAINMENT　JAPAN,5250,情報・通信業
2093,4776,サイボウズ,5250,情報・通信業
2094,4777,ガーラ,5250,情報・通信業
2095,477A,スタートライン,9050,サービス業
2096,4783,NCD,5250,情報・通信業
2097,4784,GMOインターネット,9050,サービス業
2098,478A,フツパー,5250,情報・通信業
2099,4792,山田コンサルティンググループ,9050,サービス業
2100,479A,PRONI,5250,情報・通信業
2101,4800,オリコン,5250,情報・通信業
2102,4801,セントラルスポーツ,9050,サービス業
2103,4809,パラカ,8050,不動産業
2104,480A,リブ・コンサルティング,9050,サービス業
2105,4811,ドリーム・アーツ,5250,情報・通信業
2106,4812,電通総研,5250,情報・通信業
2107,4813,ACCESS,5250,情報・通信業
2108,4814,ネクストウェア,5250,情報・通信業
2109,4816,東映アニメーション,5250,情報・通信業
2110,4819,デジタルガレージ,5250,情報・通信業
2111,481A,JSecurity,5250,情報・通信業
2112,4820,イーエムシステムズ,5250,情報・通信業
2113,4825,ウェザーニューズ,5250,情報・通信業
2114,4826,CIJ,5250,情報・通信業
2115,4828,ビジネスエンジニアリング,5250,情報・通信業
2116,4829,日本エンタープライズ,5250,情報・通信業
2117,4832,JFEシステムズ,5250,情報・通信業
2118,4833,Def　consulting,9050,サービス業
2119,4838,スペースシャワーSKIYAKIホールディングス,5250,情報・通信業
2120,4839,WOWOW,5250,情報・通信業
2121,483A,テラテクノロジー,5250,情報・通信業
2122,4840,トライアイズ,9050,サービス業
2123,4845,スカラ,5250,情報・通信業
2124,4847,インテリジェント　ウェイブ,5250,情報・通信業
2125,4848,フルキャストホールディングス,9050,サービス業
2126,4849,エン,9050,サービス業
2127,484A,ニューズドテック,6100,小売業
2128,485A,パワーエックス,3650,電気機器
2130,4875,メディシノバ・インク,3250,医薬品
2132,4880,セルソース,3250,医薬品
2133,4881,ファンペップ,3250,医薬品
2134,4882,ペルセウスプロテオミクス,3250,医薬品
2135,4883,モダリス,3250,医薬品
2136,4884,クリングルファーマ,3250,医薬品
2137,4885,室町ケミカル,3250,医薬品
2138,4886,あすか製薬ホールディングス,3250,医薬品
2139,4887,サワイグループホールディングス,3250,医薬品
2140,4888,ステラファーマ,3250,医薬品
2141,4889,レナサイエンス,3250,医薬品
2143,4890,坪田ラボ,3250,医薬品
2144,4891,ティムス,3250,医薬品
2145,4892,サイフューズ,3250,医薬品
2146,4893,ノイルイミューン・バイオテック,3250,医薬品
2147,4894,クオリプス,3250,医薬品
2148,4896,ケイファーマ,3250,医薬品
2150,4901,富士フイルムホールディングス,3200,化学
2151,4902,コニカミノルタ,3650,電気機器
2152,490A,センス・トラスト,8050,不動産業
2153,4911,資生堂,3200,化学
2154,4912,ライオン,3200,化学
2155,4914,高砂香料工業,3200,化学
2156,4917,マンダム,3200,化学
2157,4918,アイビー化粧品,3200,化学
2158,4919,ミルボン,3200,化学
2160,4920,日本色材工業研究所,3200,化学
2161,4922,コーセーホールディングス,3200,化学
2162,4923,コタ,3200,化学
2163,4925,ハーバー研究所,3200,化学
2164,4926,シーボン,3200,化学
2165,4927,ポーラ・オルビスホールディングス,3200,化学
2166,4928,ノエビアホールディングス,3200,化学
2167,4929,アジュバンホールディングス,3200,化学
2169,4931,新日本製薬,3200,化学
2170,4932,アルマード,3200,化学
2171,4933,I-ne,3200,化学
2172,4934,プレミアアンチエイジング,3200,化学
2173,4935,リベルタ,3200,化学
2174,4936,アクシージア,3200,化学
2175,4937,Waqoo,3200,化学
2178,4951,エステー,3200,化学
2179,4956,コニシ,3200,化学
2180,4958,長谷川香料,3200,化学
2182,4960,ケミプロ化成,3200,化学
2183,4966,上村工業,3200,化学
2184,4967,小林製薬,3200,化学
2185,4968,荒川化学工業,3200,化学
2187,4970,東洋合成工業,3200,化学
2188,4971,メック,3200,化学
2189,4972,綜研化学,3200,化学
2190,4973,日本高純度化学,3200,化学
2191,4974,タカラバイオ,3200,化学
2192,4975,JCU,3200,化学
2193,4976,東洋ドライルーブ,3200,化学
2194,4977,新田ゼラチン,3200,化学
2195,4978,リプロセル,3200,化学
2196,4979,OATアグリオ,3200,化学
2198,4980,デクセリアルズ,3200,化学
2199,4985,アース製薬,3200,化学
2201,4990,昭和化学工業,3200,化学
2202,4992,北興化学工業,3200,化学
2203,4994,大成ラミックグループ,3200,化学
2204,4996,クミアイ化学工業,3200,化学
2205,4997,日本農薬,3200,化学
2206,4998,フマキラー,3200,化学
2208,500A,TOブックス,5250,情報・通信業
2209,5010,日本精蝋,3300,石油・石炭製品
2210,5011,ニチレキグループ,3300,石油・石炭製品
2211,5013,ユシロ,3300,石油・石炭製品
2212,5015,ビーピー・カストロール,3300,石油・石炭製品
2213,5016,JX金属,3500,非鉄金属
2214,5018,MORESCO,3300,石油・石炭製品
2215,5019,出光興産,3300,石油・石炭製品
2216,501A,プレシャスパートナーズ,9050,サービス業
2217,5020,ENEOSホールディングス,3300,石油・石炭製品
2218,5021,コスモエネルギーホールディングス,3300,石油・石炭製品
2219,5022,レボインターナショナル,3300,石油・石炭製品
2220,5025,マーキュリー,5250,情報・通信業
2221,5026,トリプルアイズ,5250,情報・通信業
2222,5027,AnyMind　Group,5250,情報・通信業
2223,5028,セカンドサイトアナリティカ,5250,情報・通信業
2224,5029,サークレイス,5250,情報・通信業
2226,5031,モイ,5250,情報・通信業
2227,5032,ANYCOLOR,5250,情報・通信業
2228,5033,ヌーラボ,5250,情報・通信業
2229,5034,unerry,5250,情報・通信業
2230,5035,HOUSEI,5250,情報・通信業
2231,5036,日本ビジネスシステムズ,5250,情報・通信業
2232,5037,フィットワークス,5250,情報・通信業
2233,5038,eWeLL,5250,情報・通信業
2234,503A,ベルチャイルド,5250,情報・通信業
2235,504A,イノバセル,3250,医薬品
2236,505A,ギークリー,9050,サービス業
2237,506A,シンカナース,9050,サービス業
2238,5071,ヴィス,9050,サービス業
2239,5072,アートフォースジャパン,2050,建設業
2240,5074,テスホールディングス,2050,建設業
2241,5076,インフロニア・ホールディングス,2050,建設業
2242,50765,インフロニア・ホールディングス第1回社債型種類株式,2050,建設業
2243,5077,ハンズ,2050,建設業
2244,5078,セレコーポレーション,2050,建設業
2245,5079,ノバック,2050,建設業
2246,507A,デジタル・ナレッジ,5250,情報・通信業
2248,5101,横浜ゴム,3350,ゴム製品
2249,5103,昭和ホールディングス,3350,ゴム製品
2250,5105,TOYO　TIRE,3350,ゴム製品
2251,5108,ブリヂストン,3350,ゴム製品
2252,510A,ハートアップ,9050,サービス業
2253,5110,住友ゴム工業,3350,ゴム製品
2254,511A,ヴァンガードスミス,9050,サービス業
2255,5121,藤倉コンポジット,3350,ゴム製品
2256,5122,オカモト,3350,ゴム製品
2257,5125,ファインズ,5250,情報・通信業
2258,5126,ポーターズ,5250,情報・通信業
2259,5129,FIXER,5250,情報・通信業
2261,5130,ヒロホールディングス,5250,情報・通信業
2262,5131,リンカーズ,5250,情報・通信業
2263,5132,pluszero,5250,情報・通信業
2264,5133,テリロジーホールディングス,5250,情報・通信業
2265,5134,POPER,5250,情報・通信業
2266,5135,AIR-U,5250,情報・通信業
2267,5136,tripla,5250,情報・通信業
2268,5137,スマートドライブ,5250,情報・通信業
